EmployeeID,Age,Department,Attrition,Salary,Experience,Education,Gender
1075,41.0,HR,No,60344.37096774193,18.819148936170212,Bachelor's,Male
1076,41.0,Finance,No,60344.37096774193,33.0,High School,Female
1077,41.0,Marketing,Yes,60344.37096774193,18.819148936170212,Master's,Female
1078,41.0,Marketing,Yes,60344.37096774193,18.819148936170212,Bachelor's,Female
1079,41.0,Sales,Yes,60344.37096774193,32.0,Bachelor's,Female
1080,41.0,Finance,No,60344.37096774193,28.0,Bachelor's,Female
1081,41.0,Marketing,Yes,60344.37096774193,39.0,PhD,Female
1082,34.0,IT,Yes,60344.37096774193,18.819148936170212,Bachelor's,Male
1083,45.0,HR,No,60344.37096774193,29.0,Bachelor's,Female
1084,41.0,Sales,No,84062.0,18.819148936170212,Bachelor's,Female
1085,41.0,Finance,No,60344.37096774193,18.819148936170212,Bachelor's,Male
1086,41.0,Sales,Yes,60344.37096774193,18.819148936170212,Bachelor's,Female
1087,23.0,Marketing,Yes,33552.0,28.0,PhD,Female
1088,41.0,Marketing,Yes,60344.37096774193,18.819148936170212,High School,Male
1089,37.0,IT,Yes,60344.37096774193,38.0,PhD,Female
1090,41.0,HR,No,60344.37096774193,4.0,Master's,Female
1091,27.0,Finance,Yes,79806.0,18.819148936170212,Bachelor's,Female
1092,53.0,Sales,Yes,60344.37096774193,18.819148936170212,PhD,Male
1093,56.0,HR,No,65993.0,18.819148936170212,Bachelor's,Male
1094,41.0,Marketing,No,60344.37096774193,6.0,Master's,Female
1095,41.0,HR,No,60344.37096774193,35.0,PhD,Female
1096,41.0,Sales,Yes,61766.0,18.819148936170212,Bachelor's,Female
1097,41.0,HR,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1098,49.0,Marketing,Yes,69903.0,18.819148936170212,Bachelor's,Female
1099,41.0,HR,No,76516.0,18.819148936170212,Master's,Female
1100,41.0,Finance,No,60344.37096774193,18.819148936170212,PhD,Female
1101,41.0,HR,Yes,60344.37096774193,18.819148936170212,Bachelor's,Female
1102,41.0,Finance,No,56738.0,18.819148936170212,Master's,Male
1103,41.0,HR,No,44725.0,18.819148936170212,Bachelor's,Female
1104,29.0,Marketing,No,60241.0,4.0,PhD,Female
1105,36.0,IT,Yes,72448.0,5.0,PhD,Female
1106,43.0,IT,No,60344.37096774193,27.0,Master's,Female
1107,41.0,Finance,Yes,60344.37096774193,23.0,PhD,Male
1108,41.0,Finance,No,60344.37096774193,35.0,Bachelor's,Female
1109,36.0,IT,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1110,41.0,Marketing,No,60947.0,18.819148936170212,PhD,Female
1111,25.0,Marketing,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1112,26.0,HR,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1113,43.0,Finance,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1114,54.0,Marketing,Yes,60344.37096774193,22.0,Bachelor's,Male
1115,41.0,Sales,Yes,87627.0,36.0,Master's,Male
1116,53.0,HR,No,86624.0,18.819148936170212,High School,Female
1117,56.0,HR,No,60344.37096774193,14.0,PhD,Female
1118,41.0,IT,Yes,60344.37096774193,18.819148936170212,Master's,Female
1119,52.0,Finance,No,47509.0,18.819148936170212,Bachelor's,Female
1120,41.0,Marketing,No,60344.37096774193,36.0,High School,Female
1121,34.0,Marketing,No,60344.37096774193,27.0,Bachelor's,Female
1122,41.0,HR,Yes,60344.37096774193,18.819148936170212,High School,Female
1123,41.0,Finance,No,62089.0,1.0,Master's,Male
1124,41.0,Finance,No,60344.37096774193,18.819148936170212,High School,Male
1125,41.0,Finance,Yes,60344.37096774193,18.819148936170212,Bachelor's,Male
1126,41.0,IT,No,60344.37096774193,0.0,Master's,Female
1127,28.0,Marketing,Yes,60344.37096774193,18.819148936170212,PhD,Female
1128,41.0,Finance,No,60344.37096774193,4.0,Bachelor's,Female
1129,43.0,IT,No,51088.0,40.0,Bachelor's,Male
1130,37.0,Sales,No,75711.0,5.0,PhD,Male
1131,41.0,HR,No,60344.37096774193,18.819148936170212,High School,Male
1132,50.0,Marketing,No,60344.37096774193,18.819148936170212,Bachelor's,Male
1133,49.0,Marketing,Yes,60344.37096774193,18.819148936170212,PhD,Female
1134,41.0,HR,Yes,60344.37096774193,18.819148936170212,Master's,Female
1135,37.0,Sales,Yes,60344.37096774193,36.0,High School,Female
1136,41.0,IT,Yes,60344.37096774193,3.0,PhD,Female
1137,28.0,HR,No,60344.37096774193,10.0,High School,Female
1138,56.0,IT,No,60344.37096774193,18.819148936170212,PhD,Male
1139,27.0,IT,Yes,32426.0,18.819148936170212,Bachelor's,Female
1140,41.0,IT,No,60344.37096774193,18.819148936170212,Master's,Male
1141,41.0,Sales,No,51757.0,18.819148936170212,Bachelor's,Female
1142,41.0,Sales,No,60344.37096774193,13.0,PhD,Female
1143,25.0,IT,Yes,60344.37096774193,18.819148936170212,High School,Female
1144,46.0,Finance,Yes,60344.37096774193,18.819148936170212,Master's,Female
1145,41.0,Marketing,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1146,41.0,Sales,Yes,60344.37096774193,18.819148936170212,High School,Male
1147,41.0,Finance,No,60344.37096774193,2.0,Master's,Female
1148,41.0,Finance,Yes,40116.0,25.0,High School,Male
1149,53.0,Marketing,No,60344.37096774193,0.0,Master's,Female
1150,41.0,IT,No,60344.37096774193,19.0,Bachelor's,Female
1151,35.0,Finance,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1152,41.0,Finance,No,72587.0,18.819148936170212,High School,Female
1153,56.0,Finance,No,60344.37096774193,7.0,Master's,Female
1154,42.0,IT,No,60344.37096774193,18.819148936170212,PhD,Female
1155,41.0,IT,No,60344.37096774193,11.0,Bachelor's,Male
1156,41.0,Sales,No,60344.37096774193,24.0,PhD,Male
1157,55.0,Sales,No,60344.37096774193,18.819148936170212,PhD,Male
1158,41.0,Finance,No,60344.37096774193,18.819148936170212,Bachelor's,Female
1159,27.0,IT,No,60344.37096774193,18.819148936170212,High School,Male
1160,41.0,IT,Yes,60344.37096774193,18.819148936170212,High School,Female
1161,41.0,Marketing,Yes,34484.0,18.819148936170212,High School,Female
1162,41.0,Finance,Yes,60344.37096774193,18.819148936170212,Master's,Female
1163,41.0,Sales,No,48833.0,18.819148936170212,Bachelor's,Female
1164,41.0,Marketing,Yes,78940.0,18.819148936170212,Bachelor's,Male
1165,60.0,IT,Yes,58440.0,18.0,Bachelor's,Female
1166,41.0,Sales,Yes,60344.37096774193,25.0,Bachelor's,Female
1167,41.0,Finance,Yes,76130.0,20.0,Bachelor's,Female
1168,41.0,IT,No,59076.0,18.819148936170212,PhD,Female
1169,38.0,Finance,No,60344.37096774193,23.0,High School,Male
1170,42.0,Marketing,No,89206.0,27.0,Master's,Female
1171,41.0,Marketing,Yes,60344.37096774193,18.819148936170212,Bachelor's,Female
1172,41.0,Marketing,Yes,82176.0,18.819148936170212,Master's,Female
1173,41.0,HR,No,60344.37096774193,33.0,High School,Female
1174,42.0,Finance,Yes,60344.37096774193,18.819148936170212,High School,Male
1175,41.0,Marketing,No,39540.0,21.0,Bachelor's,Male
1176,58.0,Marketing,Yes,60344.37096774193,21.0,PhD,Male
1177,41.0,Finance,No,60344.37096774193,4.0,Bachelor's,Male
1178,41.0,Marketing,Yes,81938.0,33.0,PhD,Female
1179,38.0,Finance,Yes,41140.0,18.819148936170212,High School,Male
1180,44.0,IT,No,60344.37096774193,9.0,High School,Female
1181,41.0,Finance,Yes,60344.37096774193,6.0,PhD,Female
1182,40.0,Finance,Yes,60344.37096774193,16.0,Bachelor's,Male
1183,41.0,HR,No,60344.37096774193,11.0,Bachelor's,Female
1184,41.0,IT,Yes,60344.37096774193,4.0,High School,Female
1185,55.0,HR,No,39379.0,18.819148936170212,Bachelor's,Female
1186,41.0,Marketing,Yes,60344.37096774193,18.819148936170212,Bachelor's,Female
1187,28.0,Finance,Yes,60344.37096774193,18.819148936170212,Bachelor's,Female
1188,38.0,IT,No,60344.37096774193,18.819148936170212,Bachelor's,Male
1189,41.0,HR,No,60344.37096774193,18.819148936170212,Master's,Female
1190,57.0,Finance,No,60344.37096774193,18.819148936170212,PhD,Female
1191,41.0,Sales,No,60344.37096774193,18.819148936170212,High School,Female
1192,60.0,HR,No,40353.0,17.0,Bachelor's,Female
1193,43.0,IT,Yes,60344.37096774193,22.0,Master's,Male
1194,41.0,HR,Yes,60344.37096774193,18.819148936170212,Bachelor's,Female
1195,41.0,HR,No,60344.37096774193,28.0,Bachelor's,Female
1196,25.0,HR,No,60344.37096774193,18.819148936170212,PhD,Female
1197,41.0,Marketing,Yes,60344.37096774193,18.0,Bachelor's,Female
1198,24.0,Sales,Yes,60344.37096774193,18.819148936170212,High School,Male
1199,43.0,IT,No,60344.37096774193,29.0,Bachelor's,Female
1200,38.0,IT,No,36989.0,28.0,Master's,Female
